IATA,Lat,Lon,Country,Continent
GJR,65.99530029,-21.32690048,Iceland,Europe
GJT,39.12239838,-108.52700039999999,United States,North America
GKA,-6.081689835,145.3919983,Papua New Guinea,Oceania
GKE,50.9608,6.04242,Germany,Europe
GKK,0.7324,73.4336,Maldives,Asia
GKL,-23.18330002,150.94200130000002,Australia,Oceania
GKN,62.15489960000001,-145.4570007,United States,North America
GLA,55.87189865,-4.433060169,United Kingdom,Europe
GLD,39.37060165,-101.6989975,United States,North America
GLF,8.654009819,-83.18219757,Costa Rica,North America
GLH,33.48289871,-90.98560333,United States,North America
GLI,-29.67499924,151.6889954,Australia,Oceania
GLK,6.780829906,47.45470047,Somalia,Africa
GLO,51.89419937,-2.1672201159999998,United Kingdom,Europe
GLR,45.01350021,-84.70359802,United States,North America
GLS,29.26530075,-94.86039734,United States,North America
GLT,-23.869699,151.223007,Australia,Oceania
GLU,26.884559999999997,90.46412,Bhutan,Asia
GLV,64.55049896,-163.0070038,United States,North America
GLW,37.03179932,-85.95369720000001,United States,North America
GLZ,51.56740189,4.931829929,Netherlands,Europe
GMA,3.235369921,19.77129936,Congo,Africa
GMB,8.128760338,34.56309891,Ethiopia,Africa
GMD,33.655398999999996,-7.22145,Morocco,Africa
GME,52.52700043,31.01670074,Belarus,Europe
GML,50.60350037,30.19190025,Ukraine,Europe
GMO,10.29833333,10.89638889,Nigeria,Africa
GMP,37.5583,126.791,"Korea, Republic of",Asia
GMQ,34.418065999999996,100.301144,China,Asia
GMR,-23.07990074,-134.8899994,French Polynesia,Oceania
GMU,34.84790039,-82.34999847,United States,North America
GMV,37.01670074,-110.20099640000001,United States,North America
GMZ,28.02960014,-17.21459961,Spain,Europe
GNA,53.60200119,24.05380058,Belarus,Europe
GNB,45.36289978,5.329370022,France,Europe
GND,12.00419998,-61.78620148,Grenada,North America
GNI,22.673900600000003,121.4660034,Taiwan,Asia
GNM,-14.20820045,-42.74610138,Brazil,South America
GNR,-39.000701899999996,-67.62049866,Argentina,South America
GNS,1.16638,97.704697,Indonesia,Asia
GNT,35.16730118,-107.90200039999999,United States,North America
GNV,29.69009972,-82.27179718,United States,North America
GNY,37.445663,38.895592,Turkey,Asia
GNZ,-21.69249916,21.65810013,Botswana,Africa
GOA,44.4133,8.8375,Italy,Europe
GOB,7.116063400000001,40.0463033,Ethiopia,Africa
GOH,64.19090271,-51.67810059,Greenland,North America
GOI,15.38080025,73.83139801,India,Asia
GOJ,56.23009872,43.7840004,Russia,Europe
GOM,-1.6708099840000001,29.2385006,Congo,Africa
GON,41.33010101,-72.04509735,United States,North America
GOO,-28.52140045,150.32000730000001,Australia,Oceania
GOP,26.73970032,83.4496994,India,Asia
GOQ,36.4006,94.786102,China,Asia
GOR,8.1614,35.5529,Ethiopia,Africa
GOT,57.66279984,12.27980042,Sweden,Europe
GOU,9.335889816,13.37010002,Cameroon,Africa
GOV,-12.26939964,136.8179932,Australia,Oceania
GOZ,43.15140152,25.71290016,Bulgaria,Europe
GPA,38.1511,21.4256,Greece,Europe
GPB,-25.38750076,-51.52019882,Brazil,South America
GPI,2.57013,-77.8986,Colombia,South America
GPL,10.21720028,-83.79699707,Costa Rica,North America
GPN,-11.40250015,130.4219971,Australia,Oceania
GPO,-35.69620132,-63.75830078,Argentina,South America
GPS,-0.453758001,-90.26589966,Ecuador,South America
GPT,30.40730095,-89.07009888,United States,North America
GPZ,47.21110153,-93.50980377,United States,North America
GQQ,40.7533989,-82.72380066,United States,North America
GRB,44.48509979,-88.12960052,United States,North America
GRF,47.07920074,-122.5810013,United States,North America
GRI,40.96749878,-98.30960083,United States,North America
GRJ,-34.0056,22.378902,South Africa,Africa
GRK,31.06719971,-97.8289032,United States,North America
GRM,47.8382988,-90.38289642,United States,North America
GRO,41.90100098,2.760550022,Spain,Europe
GRP,-11.73960018,-49.13219833,Brazil,South America
GRQ,53.11970139,6.579440117000001,Netherlands,Europe
GRR,42.88079834,-85.52279663,United States,North America
GRS,42.759701,11.0719,Italy,Europe
GRU,-23.43555641,-46.47305679,Brazil,South America
GRW,39.09220123,-28.02980042,Portugal,Europe
GRX,37.18870163,-3.777359962,Spain,Europe
GRY,66.5458,-18.0173,Iceland,Europe
GRZ,46.99110031,15.43959999,Austria,Europe
GSB,35.33940125,-77.96060181,United States,North America
GSE,57.7747,11.8704,Sweden,Europe
GSI,4.285833,-54.373056000000005,French Guiana,South America
GSJ,13.93620014,-90.83580017,Guatemala,North America
GSO,36.09780121,-79.93730164,United States,North America
GSP,34.89569855,-82.21890259,United States,North America
GSQ,22.58569908,28.71660042,Egypt,Africa
GST,58.42530060000001,-135.7070007,United States,North America
GTE,-13.97500038,136.46000669999998,Australia,Oceania
GTF,47.48199844,-111.3710022,United States,North America
GTI,54.383331299999995,13.325555800000002,Germany,Europe
GTN,-43.90670013,170.128006,New Zealand,Oceania
GTO,0.637118995,122.84999850000001,Indonesia,Asia
GTR,33.45029831,-88.59140015,United States,North America
GUA,14.5833,-90.527496,Guatemala,North America
GUB,28.0261,-114.024002,Mexico,North America
GUC,38.53390121,-106.9329987,United States,North America
GUF,30.29050064,-87.67179871,United States,North America
GUH,-30.96109962,150.2510071,Australia,Oceania
GUI,10.57407761,-62.31266785,Venezuela,South America
GUJ,-22.79159927,-45.20479965,Brazil,South America
GUL,-34.81029892,149.7259979,Australia,Oceania
GUM,13.48340034,144.7960052,Guam,Oceania
GUP,35.51110077,-108.78900149999998,United States,North America
GUQ,9.02694416,-69.75514984,Venezuela,South America
GUR,-10.3114996,150.3339996,Papua New Guinea,Oceania
GUS,40.64810181,-86.15209961,United States,North America
GUT,51.922798,8.30633,Germany,Europe
GUU,64.99140167,-23.22470093,Iceland,Europe
GUW,47.12189865,51.82139969,Kazakhstan,Asia
GUX,24.654699,77.347298,India,Asia
GUY,36.68510056,-101.5080032,United States,North America
GUZ,-20.64649963,-40.491901399999996,Brazil,South America
GVA,46.23809814,6.108950137999999,Switzerland,Europe
GVL,34.27259827,-83.8302002,United States,North America
GVN,48.92699814,140.0339966,Russia,Europe
GVR,-18.89520073,-41.98220062,Brazil,South America
GVT,33.06779861,-96.06529999,United States,North America
GVX,60.59329987,16.95140076,Sweden,Europe
GWD,25.23329926,62.32949829,Pakistan,Asia
GWE,-19.43639946,29.86190033,Zimbabwe,Africa
GWL,26.29330063,78.22779846,India,Asia
GWO,33.49430084,-90.08470154,United States,North America
GWT,54.91320038,8.340470314,Germany,Europe
GWY,53.30020142,-8.941590309,Ireland,Europe
GXF,15.96609974,48.78829956,Yemen,Asia
GXG,-7.754509926,15.287699700000001,Angola,Africa
GXH,34.8105,102.6447,China,Asia
GXQ,-45.59420013,-72.10610199,Chile,South America
GXY,40.43740082,-104.6330032,United States,North America
GYA,-10.82059956,-65.34559631,Bolivia,South America
GYD,40.46749878,50.04669952,Azerbaijan,Asia
GYE,-2.15741992,-79.88359833,Ecuador,South America
